,Bacteroidota,Bacillota_A,Pseudomonadota,Verrucomicrobiota,Actinomycetota,Bacillota,Bacillota_C,Spirochaetota
MB-7995,0.5116834329151598,0.48831656708483995,0.0,0.0,0.0,0.0,0.0,0.0
MB-4473,0.6347567631227957,0.0155030736150631,0.0,0.0,0.0642004001252576,0.2855397631368834,0.0,0.0
MB-2182,0.0,0.5490867231342602,0.4445476553418628,0.0,0.0063656215238768,0.0,0.0,0.0
MB-4460,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB-2996,0.5905740452998727,0.4094259547001273,0.0,0.0,0.0,0.0,0.0,0.0
MB-2088,0.3324219956487101,0.4367778500363214,0.0,0.0,0.0,0.186268146786737,0.0445320075282313,0.0
MB-2231,0.6123100795204832,0.3876899204795168,0.0,0.0,0.0,0.0,0.0,0.0
MB-9969,0.6229217539342409,0.3001412727917228,0.0,0.0,0.0,0.0,0.0769369732740362,0.0
MB-6129,0.0,0.0073903218401023,0.0,0.0119702453959354,0.3876493751655144,0.5929900575984477,0.0,0.0
MB-9877,0.2668738114112031,0.4301333565143441,0.0,0.0,0.0,0.3029928320744527,0.0,0.0
MB-8706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MB-8438,0.0,0.0,0.1445486744620106,0.0,0.0,0.8448321613469383,0.0106191641910511,0.0
MB-1218,0.4666265282977712,0.0468636166012447,0.1638686010637119,0.0,0.322641254037272,0.0,0.0,0.0
MB-8534,0.5155398197902215,0.0,0.0,0.0,0.1244549022935974,0.0994769737327165,0.2605283041834645,0.0
MB-4625,0.6744110652844397,0.32558893471556005,0.0,0.0,0.0,0.0,0.0,0.0
MB-2757,0.2439823064567452,0.560239411204695,0.0,0.0,0.0,0.1957782823385595,0.0,0.0
MB-3487,0.1917205585633684,0.3367687466253368,0.0,0.0,0.15064047904618372,0.0,0.320870215765111,0.0
MB-9694,0.45972868243149057,0.2649975308125472,0.0038785404740948,0.0,0.0,0.1102635821964732,0.1611316640853938,0.0
MB-4483,0.45426560015869477,0.26218221670542763,0.0,0.0,0.0,0.0118089983870619,0.0,0.2717431847488156
MB-4651,0.5522765713274427,0.0,0.0,0.0,0.0,0.4477234286725572,0.0,0.0
MB-9150,0.0,0.4253454044700808,0.0,0.0,0.4514744854732951,0.1231801100566239,0.0,0.0
MB-3294,0.2737694957419018,0.3054070345584597,0.0,0.0,0.0,0.4208234696996384,0.0,0.0
MB-3757,0.0832567675225059,0.2558499875740737,0.0765946040743052,0.0,0.2431843009487997,0.15807076944536,0.1830435704349554,0.0
MB-3064,0.5462393763824835,0.196922509296682,0.0,0.0,0.0,0.0,0.0,0.2568381143208343
MB-8904,0.3651778722300837,0.0,0.222074184629141,0.0,0.0,0.30411240053589,0.108635542604885,0.0
MB-2019,0.0,0.3623077217707248,0.0,0.0,0.0,0.527425990301863,0.1102662879274122,0.0
MB-3374,0.3776723851565555,0.6223276148434442,0.0,0.0,0.0,0.0,0.0,0.0
MB-7756,0.3220061790159677,0.0,0.0,0.0,0.3272963769556054,0.0,0.0,0.3506974440284268
MB-7082,0.1997404239687193,0.0910666822357129,0.0,0.0,0.1765444837717909,0.32804103258941963,0.0493348236624925,0.1552725537718643
MB-8826,0.2968395202192016,0.2447832159403344,0.0402095834308621,0.0,0.1964768966707961,0.0,0.2216907837388057,0.0
MB-9311,0.2552105330163863,0.518968571387096,0.0,0.0,0.0,0.2258208955965177,0.0,0.0
MB-5654,0.4168301098324893,0.1529701097706583,0.1788383712767952,0.0,0.0,0.146765652167034,0.0,0.104595756953023
MB-1029,0.1636690425786788,0.1265274675379187,0.0,0.3604031781326631,0.0,0.3494003117507394,0.0,0.0
MB-2128,0.5336517058698158,0.0,0.4663482941301841,0.0,0.0,0.0,0.0,0.0
MB-7084,0.5178289902823409,0.1518558930727261,0.0,0.2274208383261891,0.0,0.0,0.1028942783187436,0.0
MB-3385,0.0,0.1627326760660815,0.1938276632831841,0.0,0.0853992654097132,0.1884539428200239,0.2558715014140217,0.1137149510069751
MB-7255,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
MB-5785,0.0,0.3800094082951722,0.0,0.3561371490660145,0.0,0.2638534426388134,0.0,0.0
MB-4857,0.377339862269535,0.2239175595792125,0.1120243951259035,0.0,0.0,0.2867181830253489,0.0,0.0
MB-5416,0.1452308808869329,0.2883353408955122,0.0,0.0,0.0,0.1507899748629126,0.415643803354642,0.0
MB-7796,0.0,0.4367135917401507,0.0,0.5632864082598493,0.0,0.0,0.0,0.0
MB-5583,0.5522277991356476,0.1453558255983675,0.0,0.0,0.0,0.0,0.3024163752659847,0.0
MB-2227,0.3005192033262151,0.246749643548148,0.3577267182946687,0.0,0.0,0.0,0.095004434830968,0.0
MB-9680,0.7444209324912563,0.0717357494849499,0.0,0.0,0.0,0.0,0.0,0.1838433180237936
MB-4747,0.35739880631566356,0.5474811358212707,0.0951200578630652,0.0,0.0,0.0,0.0,0.0
MB-9531,0.0,0.0,0.0677220588165238,0.0,0.2372468443699154,0.3335876803946527,0.1086583648682287,0.2527850515506791
MB-2391,0.2684797676220233,0.0,0.5720706832411189,0.0,0.0,0.1594495491368577,0.0,0.0
MB-1569,0.41902735379729905,0.0,0.0,0.0,0.0,0.5809726462027008,0.0,0.0
MB-3560,0.1524256940422161,0.0,0.1649723628368354,0.0,0.1877060509645913,0.2150868740749156,0.2798090180814415,0.0
MB-3508,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MB-3520,0.0,0.0951992746371733,0.2111637548618034,0.2922812866832011,0.0710687799012236,0.0299770042030762,0.3003098997135223,0.0
MB-1906,0.5184254379424003,0.0,0.2859049918039275,0.0,0.0,0.0,0.0,0.195669570253672
MB-3480,0.2489469314086612,0.2538005128905293,0.0,0.0,0.0742858427102134,0.4229667129905959,0.0,0.0
MB-2946,0.0,0.0,0.0,0.0,0.0,0.9489094970944452,0.0,0.0510905029055548
MB-9049,0.4429394405274624,0.1675505934093117,0.0,0.0,0.3895099660632257,0.0,0.0,0.0
MB-8765,0.1476739322838997,0.16693138712899272,0.0,0.0,0.0,0.0313758506585505,0.5217953151566014,0.1322235147719554
MB-2269,0.28831542014815875,0.1318974311737894,0.0,0.0,0.0,0.5797871486780517,0.0,0.0
MB-3021,0.146453845585328,0.6989369016066965,0.0,0.0,0.0,0.0,0.0,0.1546092528079754
MB-3748,0.7710296549281207,0.0,0.0,0.2289703450718792,0.0,0.0,0.0,0.0
MB-8915,0.2729053858241239,0.5958107013792635,0.0,0.0,0.0,0.0,0.1312839127966123,0.0
MB-5204,0.2774822970905797,0.0,0.0,0.0,0.0,0.2708846689800093,0.4516330339294109,0.0
MB-6535,0.3732788518382201,0.474613689830093,0.0,0.0,0.1521074583316865,0.0,0.0,0.0
MB-1651,0.0,0.2056148626271135,0.0,0.1397247320659125,0.0,0.654660405306974,0.0,0.0
MB-2473,0.2874327138313978,0.7125672861686021,0.0,0.0,0.0,0.0,0.0,0.0
MB-1047,0.6160273301632588,0.0,0.0,0.0,0.383972669836741,0.0,0.0,0.0
MB-6301,0.3692678697794717,0.253703103658514,0.0,0.0,0.2089401722921405,0.1340069656980538,0.0,0.0340818885718197
MB-8666,0.3884871546266637,0.154994055007208,0.0,0.0,0.0,0.2206286360927364,0.0,0.2358901542733917
MB-1547,0.0,0.7629418681048645,0.0,0.0,0.0,0.0,0.2370581318951353,0.0
MB-5085,0.0851629423662904,0.0,0.0,0.3065337697973702,0.0,0.0,0.4498198589857735,0.1584834288505656
MB-8850,0.0,0.5555721706380689,0.0,0.0,0.1807387489554072,0.2636890804065239,0.0,0.0
MB-8041,0.6554361200689715,0.2558695687080892,0.0,0.0,0.0886943112229393,0.0,0.0,0.0
MB-2253,0.0,0.4038587633234295,0.0,0.0,0.0,0.2832497309596563,0.3128915057169143,0.0
MB-7183,0.4240580418418158,0.0,0.0,0.0,0.0,0.5759419581581842,0.0,0.0
MB-5309,0.0,0.1939256269095878,0.0,0.4334999607257357,0.0,0.0,0.3725744123646763,0.0
MB-5090,0.2460916567351581,0.2423328532454195,0.0,0.0,0.0395498324988434,0.2646168588654694,0.2074087986551095,0.0
MB-6245,0.205470815922288,0.0,0.0,0.0,0.0,0.0,0.794529184077712,0.0
MB-8607,0.42301315279679286,0.3220224268705078,0.0,0.1315118380328864,0.0,0.1234525822998128,0.0,0.0
MB-8419,0.847707046726909,0.0,0.0,0.0,0.0,0.1522929532730909,0.0,0.0
MB-8477,0.2553067280916435,0.0,0.0,0.0,0.0,0.4822164632379296,0.1252786009245011,0.1371982077459257
MB-2488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB-1979,0.0,0.3274245282336643,0.0,0.0,0.0,0.1546048964617482,0.1427107140161227,0.3752598612884646
MB-9809,0.1882349150892603,0.324395094381485,0.0,0.2083643947228529,0.0,0.2790055958064016,0.0,0.0
MB-8224,0.4426180027877797,0.0,0.1834683761748418,0.0,0.22386446179357788,0.0,0.1500491592438005,0.0
MB-2562,0.0350907457851852,0.6118151119673084,0.0,0.0,0.3530941422475064,0.0,0.0,0.0
MB-4764,0.3962813709467305,0.0419949301037268,0.0140293675595598,0.0,0.33205765310871,0.0317579248693155,0.1838787534119573,0.0
MB-4703,0.1547582729745582,0.2694467472949152,0.0,0.0,0.0,0.5757949797305265,0.0,0.0
MB-7533,0.2066501240786398,0.0,0.0,0.0,0.0,0.5076841468102712,0.2856657291110888,0.0
MB-4905,0.3659696525156838,0.1106407541923137,0.34253085628709046,0.0,0.0,0.1808587370049119,0.0,0.0
MB-1167,0.1680962177835811,0.3194769040027859,0.0338215977275902,0.0,0.0,0.1030806692430535,0.3755246112429891,0.0
MB-6116,0.0089233588661138,0.6111437967665414,0.2350817937428435,0.0,0.0,0.1448510506245011,0.0,0.0
MB-1841,0.3419520938945574,0.100118042343797,0.0,0.0,0.3121723417491447,0.2457575220125009,0.0,0.0
MB-3773,0.4104312939972375,0.1361439313568195,0.0,0.0,0.0,0.453424774645943,0.0,0.0
MB-9477,0.1951620212617056,0.028335276786809,0.0559606516900306,0.0,0.2023566132678882,0.1865939710662031,0.1526762626193142,0.1789152033080489
MB-8893,0.3898719831222038,0.322811530508763,0.0,0.0234973536370233,0.0,0.0,0.2638191327320097,0.0
MB-9033,0.0,0.7409033858097208,0.2590966141902791,0.0,0.0,0.0,0.0,0.0
MB-7083,0.4700476358919448,0.0,0.0,0.0,0.5299523641080551,0.0,0.0,0.0
MB-6691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MB-6042,0.4888483257712877,0.0,0.0,0.0,0.1518480437739133,0.1968233091837979,0.0,0.1624803212710009
MB-5592,0.0,0.2635103785582591,0.0,0.0,0.0,0.7364896214417407,0.0,0.0
MB-4180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB-4152,0.3373031272649864,0.2003308103693427,0.0731910531521209,0.0,0.0,0.0903572131882674,0.2988177960252824,0.0
MB-3344,0.6538750878863622,0.3461249121136377,0.0,0.0,0.0,0.0,0.0,0.0
MB-3643,0.4454615529228988,0.0,0.0,0.0,0.2423336452818383,0.3122048017952629,0.0,0.0
MB-3731,0.074702995745182,0.4286150562236092,0.0,0.0,0.4966819480312088,0.0,0.0,0.0
MB-3143,0.0,0.5098634489871293,0.071659579533655,0.0,0.0,0.4184769714792156,0.0,0.0
MB-1554,0.3852381123392693,0.0391135956711389,0.0,0.0,0.0471738636601087,0.0,0.2881823936497745,0.2402920346797084
MB-7064,0.0,0.0,0.2687707287196853,0.0,0.0,0.4158120873301518,0.0,0.3154171839501628
MB-5354,0.0,0.6498307842093803,0.0,0.1953493750105675,0.1323198818535186,0.0224999589265333,0.0,0.0
MB-5845,0.1599570697004066,0.0049406307077152,0.0,0.0,0.0,0.5135175212496035,0.0,0.3215847783422745
MB-5774,0.1415159452997913,0.1530550291030094,0.1684466278542192,0.0,0.0,0.1863092425606762,0.102854841050203,0.2478183141321005
MB-3037,0.0,0.6218588842328677,0.0,0.0,0.0,0.378141115767132,0.0,0.0
MB-1191,0.3234435705335104,0.0926303765143861,0.0,0.0,0.0,0.1223003449764563,0.0,0.461625707975647
MB-2251,0.4027134023011192,0.0,0.0,0.0,0.0,0.0,0.5972865976988807,0.0
MB-3091,0.0,0.0,0.0,0.0,0.8448522613238251,0.1551477386761749,0.0,0.0
MB-4867,0.6962825957301065,0.0358987775030887,0.0,0.2379081380103261,0.0,0.0299104887564787,0.0,0.0
MB-4150,0.2550789810357401,0.3480233675342481,0.073878938796573,0.0,0.2296571105653444,0.0933616020680942,0.0,0.0
MB-9631,0.0,0.585554012627602,0.0,0.4144459873723979,0.0,0.0,0.0,0.0
MB-1817,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
MB-3909,0.49370580108784,0.0,0.0,0.0,0.0,0.50629419891216,0.0,0.0
MB-6530,0.3234186094036059,0.1970286668866103,0.39826539296480257,0.0,0.0,0.0,0.0,0.081287330744981
MB-9016,0.1719383864752492,0.146153772065089,0.1964332701217014,0.1207434138235938,0.0,0.0,0.36473115751436647,0.0
MB-1107,0.6791196808638817,0.0,0.0,0.0,0.0323834872147605,0.1020835756475486,0.186413256273809,0.0
MB-5796,0.0,0.1696596556408817,0.2429989463297721,0.0,0.335120922688432,0.2179214918621266,0.0342989834787872,0.0
MB-4285,0.2515027882229632,0.2981516883734144,0.0,0.0,0.0,0.1359410535202582,0.3144044698833642,0.0
MB-9156,0.6162134310467491,0.0168766863228025,0.0,0.0,0.0,0.0113936520725483,0.3375326288374664,0.0179836017204334
MB-3595,0.0,0.49758527208093284,0.0,0.3319219151930617,0.0,0.0,0.1704928127260054,0.0
MB-5119,0.2726972827393587,0.46379017672570466,0.0,0.0,0.2363127716910509,0.0,0.0271997688438856,0.0
MB-9037,0.0,0.1508386029298285,0.0080493164854186,0.0,0.0,0.5592115840414638,0.2819004965432891,0.0
MB-6807,0.2677835387016035,0.3798153330067866,0.2681279363523979,0.0,0.0,0.0842731919392118,0.0,0.0
MB-5171,0.3012465835138096,0.5562819372754402,0.0,0.1424714792107501,0.0,0.0,0.0,0.0
MB-9254,0.2496019205142192,0.3071480682814704,0.0,0.2149454291027156,0.0,0.2283045821015945,0.0,0.0
MB-4027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB-4893,0.346575149967633,0.1606853577620324,0.1321173373925913,0.0,0.0,0.1817434433784486,0.1788787114992941,0.0
MB-8363,0.5302263089016266,0.3051113476234979,0.1646623434748751,0.0,0.0,0.0,0.0,0.0
MB-2256,0.5388011421881472,0.0,0.0,0.0,0.0,0.4611988578118527,0.0,0.0
MB-6097,0.2877102632312756,0.2350248686011896,0.0,0.0,0.0,0.0,0.4772648681675345,0.0
MB-4954,0.0,0.8112567385800551,0.0,0.0,0.0,0.1887432614199449,0.0,0.0
MB-1933,0.0,0.3044042868222135,0.0,0.1636841339558307,0.0,0.5319115792219555,0.0,0.0
MB-6277,0.1830702982531118,0.5638772733960276,0.0,0.0488857084653117,0.0,0.2041667198855488,0.0,0.0
MB-7163,0.3045708805276678,0.3643877316778447,0.0,0.0,0.0,0.3310413877944875,0.0,0.0
MB-3105,0.0,0.0346297135093178,0.0,0.0,0.4797465108808625,0.4856237756098195,0.0,0.0
MB-9541,0.2834922975371058,0.0,0.3124987400654139,0.0,0.0,0.0,0.4040089623974803,0.0
MB-7754,0.1398131983003497,0.2666326148266045,0.1410872711936565,0.0859066435637809,0.0,0.0753712480426716,0.2911890240729364,0.0
MB-4913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MB-1524,0.4403213840568434,0.4261822963155609,0.0,0.0,0.1334963196275954,0.0,0.0,0.0
MB-9810,0.0,0.661578980291549,0.0,0.0,0.0,0.338421019708451,0.0,0.0
